2	店-お-compound	また行きたい、そんな気持ちにさせてくれるお店です。
306	内-番組-compound	番組内で実験もなされたが、結局はっきりとしたことはわからなかった。
307	恒雄-渡邉-compound,職-オーナー-compound,野球部-明治大学-compound	この事件の責任を取って渡邉恒雄がジャイアンツのオーナー職を辞任、一場も明治大学野球部を退部し、当面謹慎を余儀なくされた。
309	中-ら-compound	店内には、電源がそこら中にあり、電波も良好。
310	鹿鳴館-目黒-compound,映像-ライヴ-compound	付属のDVDには、1988年1月 21日に行われた目黒鹿鳴館でのライヴ映像を収録している。
312	トップ-予選-compound,進出-決勝-compound	予選トップのタイムをマークし決勝進出を決めます。
313	球-鉛-compound	口径が1/28ポンドの鉛球に相当する直径14ミリの実包を使用するもの。
314	創造-天地-compound	しかし,進化論を否定し,神の天地創造を教えるなどの,全てを宗教に染めあげる教育は明らかに間違っています。
316	項目-投資-compound	歳出の無制限な増大を抑制するほか、国の重点投資項目を内外に示す意義も持つ。
319	90-フォーラム-compound,団体-後継-compound,21-アソシエ-compound	フォーラム90 sの後継団体の一つであるアソシエ21には参加しなかった。
320	設定-ルート-compound,平野-大和-compound,エリア-観光-compound,ルート-状-compound,近く-ルート-compound,上-景観-compound,ルート-走行-compound,ルート-幹線-compound,外-平野-compound,ルート-観光-compound,ルート-高原-compound	ルート設定は、大和平野の複数の観光エリアを移動できるループ状ルートと、幹線ルート近くで景観上も自転車走行ルートである補助幹線ルート、大和平野外の観光ルートを結ぶ高原ルートを選定。
321	的な-言語学-compound	これは言語学的な仮定である。
322	湾-片岡-compound,海峡-幌筵-compound	翌20日8時10分、片岡湾を目指すソ連艦隊6隻が幌筵海峡に進入を試みた。
323	地域-西アフリカ-compound,Economic-経済共同体-compound,略称-:-compound,諸国-西アフリカ-compound	西アフリカ地域では、西アフリカ諸国経済共同体Economic Communitiy of West African States,略称:ECOWAS)を結成し、西アフリカ諸国が密接して経済発展に寄与する機関を設置している。
324	犯罪-単位-compound	会社、企業、事業体、機関、団体によって行われる社会に危害を及ぼす行為のうち、法律で犯罪と規定されているものを「単位犯罪」という。
326	線-各-compound,階-改札-compound,外-改札-compound	化粧室は各線の改札階の改札外に1ヶ所ずつある。
328	協会-健康-compound	新健康協会の会員が薬を飲まない理由に関連しそうな説明が,“健康新聞”にコラムとして載ったことがあります。
329	級-kg-compound	なお、階級の正式名称は、「66.678 kg級」である。
331	入り-ローテーション-compound	その後、ローテーション入りしたが、球団は酷使を防ぐため、9月 12日の登板を最後のシーズンを終えた。
334	卒業-東海大学-compound,時-在学-compound,所属-部-compound	東海大学卒業、大学在学時は体育会キックボクシング部所属。
335	糖-塩水-compound,電-洋-compound	半面、塩水糖、アルコニクス、山洋電が下げた。
337	区-安楽-compound,代-清-compound,初期-時代-compound,崙庄-大武-compound,庄-林-compound,庁-基隆-compound,代-清-compound	安楽区は清代に基隆堡と称されており、日本統治時代初期には大武崙庄、蚵殼港庄、外加內木山庄、大竿林庄が設置され基隆庁の管轄に置かれ清代の行政区域を踏襲していた。
339	ウィリアム-・-compound,アンド-・-compound,大学-メアリー-compound,教授-法律学-compound,教授-法律学-compound	1779年、ウィリアム・アンド・メアリー大学に新しく創られた法律学教授に指名され、アメリカ合衆国では最初の法律学教授となった。
340	前-団地-compound,車両-一般-compound	団地前が一般車両は入らない道路で安全。
341	感-手触り-compound,カラー-ヘア-compound,もの-感動-compound	他では余してもらえない手触り感のヘアカラーは感動ものでした。
342	さん-屋-compound,ナン-バター-compound,カレー-シュリンプ-compound	いつもインドカレー屋さんに行くとカレーを付けずに焼きたてのバターナンを食べて、それからたいていシュリンプカレーしか頼みませんでした。
344	端-東-compound,地域-当-compound	神田川が地域東端を流れており、中野区と当地域の境となっている。
345	皇帝-ガストラ-compound,裏-秘密-compound	魔石化した状態でガストラ皇帝が所持していたが、秘密裏にある場所へと安置されており、ロックが求める秘宝でもある。
346	症-上がり-compound	緊張しなくていい環境は上がり症の私にはとても助かった。
347	戦-法-compound,年下-歳-compound	法戦は数日に及んだが、ついに道元の所見が優れていることを認め、道元の方が2歳年下ではあったが、師事を願いでる。
349	写真家-音楽-compound	「音楽写真家」を標榜している。
351	発-入間川-compound,発-飯能-compound,発-入間川-compound,発-飯能-compound	始発は入間川発が4時50分、飯能発が3時20分、一方終発は入間川発が20時15分、飯能発が19時55分と、早朝から運転し始めて夜早く終了するダイヤとなっていた。
352	タウン-創価学会-compound	信濃町は,言わずと知れた創価学会タウン。
354	プラント-ウラン濃縮-compound,プラント-・-compound,炉-生産-compound,工場-巨大-compound,軍-・-compound,産-・-compound	ウラン濃縮プラント・プルトニウム生産炉の各巨大工場の建設、そしてオッペンハイマーが率いる優秀な科学者を全米から集め、アメリカの軍・産・学の総力を挙げた国家プロジェクトとなった。
355	駅-自由が丘-compound	自由が丘駅からすぐ近くにあるのでよく利用してます。
357	HP-大会-compound,協会-統一-compound	大会HPについては統一協会ではなく本部の実行委員会が作成しているそうだ。
359	程度-人-compound,予想-市場-compound,景気-米-compound	7万5000人程度の増加を見込んだ市場予想を上回り、米景気が減速しているとの懸念がやや後退。
360	店-お-compound	麺ももちろん美味しいのですが、このお店はスープが絶品!
361	前-年-compound,内-王宮-compound,裏-秘密-compound,達-ミネルバ-compound	17年前にウィスラー王宮内で秘密裏に起きた“ある事件”に深く関与しており、自らの悲願を達成させる為、とある場所にてミネルバ達と対峙する。
